movie_id,movie_brief,director,writers,casts
1573,"Anthology film from three European directors based on stories by Edgar Allan Poe: a cruel princess haunted by a ghostly horse, a sadistic young man haunted by his double, and an alcoholic ac... Read all",Federico Fellini,Edgar Allan Poe|Roger Vadim|Pascal Cousin,Jane Fonda|Brigitte Bardot|Alain Delon
1574,"During the American Civil War, a Union Army captain leads his rag-tag cavalry troop up a misty creek to a remote farm to appropriate enemy (Confederate) livestock. The farm is worked by Sara... Read all",Robby Henson,Robby Henson,Chris Cooper|Patricia Clarkson|Kris Kristofferson
1575,"A viceroy and an archbishop take their posts in Mexico. A local nun, Sor Juana Inés de la Cruz (1651-1695), intrigues them. The viceroy and his wife find her brilliant and fascinating. The p... Read all",María Luisa Bemberg,María Luisa Bemberg|Antonio Larreta|Octavio Paz,Assumpta Serna|Dominique Sanda|Héctor Alterio
1576,"Shot in B&W, Gyula Gazdag's film follows the surreal and often comic quests of young Andris, an orphan searching for a father who doesn't exist, and Orban, a government clerk who's had enoug... Read all",Gyula Gazdag,Gyula Gazdag|Miklós Györffy,Dávid Vermes|Pál Hetényi|Frantisek Husák
1577,"Adventurer Shark comes to a small village near a diamond-miners' camp, and local police arrest him, accusing him of having committed a bank robbery in a neighboring town. The police also con... Read all",Luis Buñuel,Luis Alcoriza|Luis Buñuel|Raymond Queneau,Simone Signoret|Georges Marchal|Charles Vanel
1578,"A womanizing art dealer and a painter find the serenity of their Riviera vacation disturbed by a third guest, a vivacious bohemian woman known for her long list of male conquests.",Éric Rohmer,Patrick Bauchau|Haydée Politoff|Daniel Pommereulle,Patrick Bauchau|Haydée Politoff|Daniel Pommereulle
1579,"Poor gigolo tries to frame his rich mature mistress, but gets tangled in his own wiles.",Rafael Moleón,Agustín Díaz Yanes|Rafael Moleón,Victoria Abril|Carmen Maura|Antonio Banderas
1580,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an... Read all",Max Ophüls,Curt Alexander|Max Ophüls|Felix Salten,Paul Hörbiger|Magda Schneider|Luise Ullrich
1581,"A woman is murdered, but she is seen in different ways by different people.",Anthony Asquith,John Cresswell,Jean Kent|Dirk Bogarde|John McCallum
1582,Two US Treasury agents hunt a successful counterfeiting ring.,Anthony Mann,John C. Higgins|Virginia Kellogg,Dennis O'Keefe|Wallace Ford|Alfred Ryder
1583,"A minister falls in love with a blind young woman he sheltered, but so does his son.",Jean Delannoy,André Gide|Jean Aurenche|Jean Delannoy,Pierre Blanchar|Michèle Morgan|Line Noro
1584,Tragedy results when a pastor falls in love with a blind orphan.,André Gide,John Kirkbride|Beryl Marshall|Wyn Roberts,Unknown
1585,"Chronicles the six-month strike at Hormel in Austin, Minnesota, in 1985-86. The local union, P-9 of the Food and Commercial Workers, overwhelmingly rejects a contract offer with a $2/hour wa... Read all",Directors,Jesse Jackson|Juan Munoz|Ray Rogers,Unknown
1586,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,John Woo,John Woo|Barry Wong|Gordon Chan,Chow Yun-Fat|Tony Chiu-Wai Leung|Teresa Mo
1587,A Swedish whaler is out for revenge when he finds out that a greedy oil man murdered his father for their land.,Joseph H. Lewis,Dalton Trumbo|Ben Perry,Sterling Hayden|Sebastian Cabot|Carol Kelly
1588,Salut Cousin! is the tale of two Algerian cousins and their mishaps in the racially volatile environment of Paris.,Merzak Allouache,Merzak Allouache|Caroline Thivel,Gad Elmaleh|Messaoud Hattau|Magaly Berdy
1589,"Fletcher Munson, the lethargic employee of a pseudo-religious self help company, and his doppelganger, the friendly but dull dentist Dr. Jeffrey Korchek.",Steven Soderbergh,Steven Soderbergh,Steven Soderbergh|Scott Allen|Betsy Brantley
1590,"Alice, fired from her job on an assembly line, leaves her boyfriend and provincial home for an uncertain new life in Lyon. There she encounters Bruno, a construction worker who's just been d... Read all",Laetitia Masson,Laetitia Masson,Sandrine Kiberlain|Arnaud Giovaninetti|Roschdy Zem
1591,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",Kar-Wai Wong,Kar-Wai Wong,Leon Lai|Michelle Reis|Takeshi Kaneshiro
1592,Talk show hosted by Magic Johnson.,Unknown,Unknown,Magic Johnson|Shella E.|Michael Orenstein
1593,"Carl Fitzgerald is down-on-his-luck until he meets Sophie, a beautiful Greek girl. He gets a job as a cook, but accidentally kills a fellow worker. He turns to his unscrupulous best friend f... Read all",John Ruane,John Ruane|Boyd Oxlade,Sam Neill|Zoe Carides|John Clarke
1594,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return ... Read all",David Breashears,Tim Cahill|Stephen Judson,Liam Neeson|Lhakpa Dorji|Dorje Sherpa
1595,"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds! This movie is about underground England. The causes, the benefits, and the res... Read all",Paul W.S. Anderson,Paul W.S. Anderson,Sadie Frost|Jude Law|Sean Pertwee
1596,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end ... Read all",Albert Pyun,Rebecca Charles|Albert Pyun,Sue Price|Chad Stahelski|Tina Cote
1597,A group of skinheads become alarmed at the way their neighbourhood is changing.,Geoffrey Wright,Geoffrey Wright,Russell Crowe|Daniel Pollock|Jacqueline McKenzie
1598,"A retired thief swears revenge on the lunatic who murdered his brother and partner, while going on the run with the loot they stole.",John Irvin,Ken Solarz,Harvey Keitel|Stephen Dorff|Timothy Hutton
1599,"This tale take place in a bar. The Spanish Alonso and his blind mother run this place. Bay, who is Alonso's friend live here too. This story tells something about Alonso and Bay and the ""Ame... Read all",Goran Paskaljevic,Gordan Mihic|Mary Popovic|David Rose,Tom Conti|Predrag 'Miki' Manojlovic|María Casares
1600,It is a satire about life in Cuba. The members of a funeral procession and some truck drivers who need to take the same route begin to talk about God and the world and they end up discoverin... Read all,Tomás Gutiérrez Alea,Eliseo Alberto|Tomás Gutiérrez Alea|Juan Carlos Tabío,Carlos Cruz|Mirta Ibarra|Jorge Perugorría
1601,"A mousy office worker accidentally kills one of her coworkers, then proceeds to bump off a few others.",Cindy Sherman,Elise MacAdam|Tom Kalin|Cindy Sherman,Florina Rodov|Jason Brill|Eddie Malavarca
1602,This movie is about a young woman who is married to a devout Jew and the problems that trouble their marriage because of her wanting something more out of her life.,Boaz Yakin,Boaz Yakin,Renée Zellweger|Christopher Eccleston|Julianna Margulies
1603,Rebecca Miller's riveting drama examines how two sisters cope with their mother's mental illness.,Rebecca Miller,Rebecca Miller,Miranda Rhyne|Charlotte Eve Blythe|Anna Thomson
1604,"This film-noir piece, told in semi-documentary style, follows police on the hunt for a resourceful criminal who shoots and kills a cop.",Alfred L. Werker,John C. Higgins|Crane Wilbur|Harry Essex,Richard Basehart|Scott Brady|Roy Roberts
1605,"In Sunray, a backwater town on Australia's Murray River, there's little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the st... Read all",Shirley Barrett,Shirley Barrett,Miranda Otto|Rebecca Frith|George Shevtsov
1606,"A hooker is found cut in two. Two cops give polygraph tests to the only suspect, James Wayland (Tim Roth), an unstable genius. After some time, the roles change.",Jonas Pate,Jonas Pate|Josh Pate,Tim Roth|Chris Penn|Michael Rooker
1607,A teenage petty criminal dreams of escaping his increasingly unlawful lifestyle when he meets a sweet girl who hopes to one day travel to Alaska.,Morgan J. Freeman,Morgan J. Freeman,Brendan Sexton III|Shawn Elliott|Antoine McLean
1608,"A depiction of the true life story of Gertrude Lintz, an eccentric 1920's socialite who tries to raise a gorilla, like many chimps before him, as part of her family.",Caroline Thompson,Gertrude Davies Lintz|William Joyce|Caroline Thompson,Rene Russo|Robbie Coltrane|Alan Cumming
1609,Two tacky homegirls move to L.A. to become dancers; instead they scam a dying millionaire but eventually become B*A*P*S (Black American Princesses).,Robert Townsend,Troy Byer,Halle Berry|Natalie Desselle Reid|Martin Landau
1610,"A group of crooks, an ex con, his friend and a gun crazy gangster plan a drug heist, but not everything goes as planned.",Kiefer Sutherland,Brad Mirman,Kiefer Sutherland|Kim Dickens|Vincent Gallo
1611,Harold Guppy (Rupert Graves) moves into the Beasley household as a lodger. Before long Mrs. Marjorie Beasley (Dame Julie Walters) falls for him and eventually ends up in his bed. Her thirtee... Read all,Philip Goodhew,Philip Goodhew,Julie Walters|Rupert Graves|Matthew Walker
1612,"To bride Kiara, the only opinion that matters is her grandfathers. But when Kiara falls for a dress over budget, she may risk leaving the salon empty handed. Strength competitor Talia strugg... Read all",Unknown,Unknown,Unknown
1613,"Suspecting that his childhood friend, a professional boxer, is having a love affair with his fiancée, a businessman starts training rigorously in order to take him down.",Shin'ya Tsukamoto,Hisashi Saito|Shin'ya Tsukamoto,Kaori Fujii|Shin'ya Tsukamoto|Kôji Tsukamoto
1614,"While visiting her father, an American teenage girl is thrown into London society during its ""Debutante Season.""",Vincente Minnelli,William Douglas-Home|Julius J. Epstein,Rex Harrison|Kay Kendall|John Saxon
1615,A young boy is whisked away to the mythical land of Tao where he becomes the center of a conflict between an evil lord and a group of animal warriors.,Ronny Yu,Michael Vickerman|Hugh Kelley|Dennis K. Law,Angus Macfadyen|Mario Yedidia|Marley Shelton
1616,"Jackie and Eugene are joined by a mystical wind tunnel which enables them to speak across a 500-mile desert. Believed by the Indians to be an omen of good luck, the wind inspires both charac... Read all",Michael A. Nickles,Michael A. Nickles,Adam Ant|Heather Graham|Jessica Hamilton
1617,An LA pool cleaner/Alyssa Milano falls in love with a young man with ALS/Lou Gehrig's Disease.,Robert Downey Sr.,Robert Downey Sr.|Laura Ernst,Alyssa Milano|Mark Boone Junior|Malcolm McDowell
1618,A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.,Abel Ferrara,Nicholas St. John,Christopher Walken|David Caruso|Laurence Fishburne
1619,"Malmö, Sweden during the Second World War. Stig is a 15 year old pupil on the verge of adulthood. Viola is 37 years old and his teacher. He is attracted by her beauty and maturity. She is dr... Read all",Bo Widerberg,Bo Widerberg,Johan Widerberg|Marika Lagercrantz|Tomas von Brömssen
1620,A college athlete returns from the dead to help his brother's basketball team win the NCAA title.,Randall Miller,Christopher Reed|Cynthia Carle,Marlon Wayans|Kadeem Hardison|David Paymer
1621,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women... Read all",Michael Winterbottom,Frank Cottrell Boyce|Michael Winterbottom,Amanda Plummer|Kathy Jamieson|Saskia Reeves
1622,"Lucy (Leslie Hope), her husband Michael (Victor Ertmanis), and their business partner William (Dan Left) are the owners of a small publishing company in Toronto. The stability of their lives... Read all",Jerry Ciccoritti,Tom Walmsley,Leslie Hope|Peter Outerbridge|Victor Ertmanis
1623,A newly hired maid for a rich countryside family befriends a post-office clerk who encourages her to rebel against her employers.,Claude Chabrol,Ruth Rendell|Claude Chabrol|Caroline Eliacheff,Isabelle Huppert|Sandrine Bonnaire|Jacqueline Bisset
1624,"Newlyweds move to the family thoroughbred horse ranch, where the husband's obsessive mother resolves to get rid of her new daughter-in-law.",Jonathan Darby,Jonathan Darby|Jane Rusconi,Jessica Lange|Gwyneth Paltrow|Johnathon Schaech
1625,"A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.",Ole Bornedal,Ole Bornedal|Steven Soderbergh,Ewan McGregor|Nick Nolte|Anais Evans
1626,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she... Read all",Doris Dörrie,Doris Dörrie,Maria Schrader|Pierre Sanoussi-Bliss|Michael von Au
